X	Y	Z	distance	slope
269578.308	2137930.918	711.20392	5540	8.752590208
269575.414	2137921.345	709.92554	5550	7.28506383
269572.52	2137911.773	707.98944	5560	10.9574653
269569.626	2137902.201	707.40472	5570	3.346388551
269568.401	2137892.377	707.88757	5580	-2.764379718
269568.342	2137882.377	707.10486	5590	4.475473404
269568.704	2137872.49	706.57648	5600	3.02458176
269573.729	2137863.844	706.82617	5610	-1.430321123
269577.577	2137854.816	707.20032	5620	-2.142722111
269578.592	2137844.868	707.91077	5630	-4.063750719
269579.607	2137834.919	704.07544	5640	20.98346713
269580.622	2137824.971	702.22284	5650	10.4956214
269583.339	2137815.428	700.7832	5660	8.192242578
269586.915	2137806.089	700.4801	5670	1.736103557
269590.492	2137796.75	699.10651	5680	7.821147558
269594.068	2137787.412	697.07562	5690	11.48001042
269596.003	2137777.608	693.53046	5700	19.52023109
269597.862	2137767.782	690.98853	5710	14.26212881
269599.147	2137757.94	688.46259	5720	14.17604046
269597.838	2137748.026	688.55371	5730	-0.522064694
269596.529	2137738.113	687.66925	5740	5.054430141
269595.219	2137728.199	684.2868	5750	18.68785052
269594.479	2137718.277	683.83594	5760	2.58148929
269595.525	2137708.332	680.23541	5770	19.80156458
269596.571	2137698.387	677.08746	5780	17.47374132
269599.713	2137689.114	676.6142	5790	2.709558357
269604.642	2137680.413	674.37091	5800	12.64378529
269608.855	2137671.557	667.24744	5810	35.46405726
269607.969	2137661.596	663.37555	5820	21.16585521
269607.084	2137651.635	657.75885	5830	29.32161549
269607.08	2137641.674	651.9325	5840	30.22657491
269607.965	2137631.714	648.85309	5850	17.11574473
269608.849	2137621.753	646.6637	5860	12.34942126
269612.867	2137612.681	645.87378	5870	4.516529811
269617.348	2137603.742	643.21515	5880	14.88841892
269621.829	2137594.802	639.17053	5890	22.02146101
269618.587	2137585.704	637.4082	5900	9.994777587
269614.475	2137576.588	632.26233	5910	27.22976156
269610.513	2137567.423	628.74298	5920	19.38875479
269608.367	2137557.656	623.85394	5930	26.05419409
269606.22	2137547.889	619.25745	5940	24.68582945
269605.684	2137537.953	614.95941	5950	23.25822657
269605.758	2137527.954	610.40717	5960	24.47616718
269605.832	2137517.954	606.18048	5970	22.91227363
269604.776	2137508.152	602.91595	5980	18.07942689
269601.306	2137498.774	599.11157	5990	20.82871683
269597.836	2137489.395	596.4588	6000	14.85705557
269596.138	2137479.639	593.02405	6010	18.95631536
269595.487	2137469.66	590.61224	6020	13.55969712
269594.951	2137459.676	588.84888	6030	10.00050118
269594.681	2137449.68	587.66479	6040	6.75289302
269594.411	2137439.684	586.45563	6050	6.894505701
269594.141	2137429.687	583.73859	6060	15.20053428
269593.6	2137419.705	581.9046	6070	10.39249785
269592.852	2137409.733	579.86871	6080	11.50752085
269592.104	2137399.761	577.19995	6090	14.94261423
269591.356	2137389.789	575.21973	6100	11.20091897
269589.546	2137380.009	573.36395	6110	10.51323587
269586.749	2137370.408	570.98199	6120	13.39796114
269583.951	2137360.808	567.52148	6130	19.0882297
269581.154	2137351.207	565.00104	6140	14.14641394
269578.357	2137341.606	561.3822	6150	19.89437952
269575.56	2137332.005	557.84271	6160	19.49136635
269572.763	2137322.404	554.56891	6170	18.12741172
269569.21	2137313.063	551.875	6180	15.07704788
269565.516	2137303.77	549.72058	6190	12.15808379
269561.823	2137294.477	546.01837	6200	20.31561054
269558.129	2137285.184	542.07245	6210	21.5337955
269554.436	2137275.891	538.66473	6220	18.81767282
269550.742	2137266.599	535.58112	6230	17.13772206
269547.049	2137257.306	533.01038	6240	14.41707253
269543.355	2137248.013	532.89178	6250	0.679496087
269539.662	2137238.72	530.12189	6260	15.4821462
269535.968	2137229.427	527.65796	6270	13.84156994
269532.275	2137220.134	526.44885	6280	6.89422335
269528.581	2137210.841	525.15222	6290	7.387923527
269524.888	2137201.548	523.60175	6300	8.81336269
269521.194	2137192.255	523.72418	6310	-0.701437184
269517.501	2137182.962	522.79108	6320	5.330833523
269513.807	2137173.669	520.36548	6330	13.63434121
269510.114	2137164.377	519.1676	6340	6.830798837
269506.42	2137155.084	517.68414	6350	8.43806132
269502.727	2137145.791	516.73785	6360	5.405745156
269499.033	2137136.498	515.42981	6370	7.452207696
269495.34	2137127.205	515.20984	6380	1.260132042
269491.646	2137117.912	514.08221	6390	6.433666754
269487.953	2137108.619	512.94885	6400	6.46608295
269484.259	2137099.326	511.08447	6410	10.56086241
269480.566	2137090.033	509.90732	6420	6.713676377
269476.872	2137080.74	508.53192	6430	7.831325803
269473.179	2137071.448	507.83588	6440	3.981593825
269469.485	2137062.155	506.54922	6450	7.331737025
269467.663	2137052.42	505.12656	6460	8.09690702
269466.812	2137042.456	504.32751	6470	4.568512734
269465.962	2137032.493	502.95392	6480	7.821147558
269465.111	2137022.529	502.64166	6490	1.78853685
269464.261	2137012.565	501.12347	6500	8.632665962
269463.41	2137002.601	500.73651	6510	2.216011854
269462.56	2136992.638	499.30151	6520	8.166195442
269461.709	2136982.674	498.35535	6530	5.40500692
269460.859	2136972.71	497.22141	6540	6.469363939
269460.008	2136962.746	497.53427	6550	-1.791971242
269459.157	2136952.783	495.43375	6560	11.86263263
269458.307	2136942.819	494.72772	6570	4.038552381
269457.164	2136932.888	494.24072	6580	2.788101684
269455.762	2136922.987	492.53409	6590	9.684961378
269454.36	2136913.086	492.61765	6600	-0.478752391
269452.958	2136903.184	492.57559	6610	0.240984628
269451.556	2136893.283	491.41992	6620	6.592257012
269450.154	2136883.382	490.13004	6630	7.349885074
269448.753	2136873.481	489.14798	6640	5.608804245
269447.351	2136863.579	488.85245	6650	1.692769476
269445.949	2136853.678	488.18277	6660	3.831263224
269444.547	2136843.777	488.47098	6670	-1.650864666
269443.145	2136833.876	487.36682	6680	6.300847512
269441.743	2136823.975	486.34946	6690	5.809056783
269440.341	2136814.073	485.78265	6700	3.244110893
269438.939	2136804.172	483.8616	6710	10.87432739
269437.537	2136794.271	483.43689	6720	2.431947517
269436.135	2136784.37	483.01532	6730	2.413988797
269434.733	2136774.468	482.24557	6740	4.401662817
